|||Sütunlar||||||||||||
Satırlar|||Türkiye-TR||||||||||||
|||01-Ocak|02-Şubat|03-Mart|04-Nisan|05-Mayıs|06-Haziran|07-Temmuz|08-Ağustos|09-Eylül|10-Ekim|11-Kasım|12-Aralık|
|||||||||||||||
|C2821. (Fırın, Ocak (Sanayi Ocakları) Ve Brülör (Ocak Ateşleyicileri) İmalatı)|2025|99.7|80.0|123.8|106.2|105.0|92.1|134.1|111.3|124.0|105.3|102.7|173.7|
|C2822. (Kaldırma Ve Taşıma Ekipmanları İmalatı)|2025|106.9|99.5|109.4|107.2|117.1|103.2|121.7|107.4|123.1|120.8|118.6|196.4|
|C2823. (Büro Makineleri Ve Ekipmanları İmalatı (Bilgisayarlar Ve Çevre Birimleri Hariç))|2025|466.9|231.4|240.9|310.5|279.3|189.6|218.1|155.1|156.0|180.9|157.7|231.9|
|C2824. (Motorlu Veya Pnömatik (Hava Basınçlı) El Aletlerinin İmalatı)|2025|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|
|C2825. (Soğutma Ve Havalandırma Donanımlarının İmalatı, Evde Kullanılanlar Hariç)|2025|102.2|112.6|121.7|113.5|138.7|98.0|110.4|107.2|104.4|110.7|117.5|131.2|
|C2829. (Başka Yerde Sınıflandırılmamış Diğer Genel Amaçlı Makinelerin İmalatı)|2025|119.9|101.9|109.2|106.8|118.3|101.2|117.6|116.2|125.4|126.4|121.4|156.6|
|C283. (Tarım Ve Ormancılık Makinelerinin İmalatı)|2025|85.5|92.7|98.5|93.9|100.3|72.7|91.2|65.1|70.2|73.2|58.3|64.2|
|C2830. (Tarım Ve Ormancılık Makinelerinin İmalatı)|2025|85.5|92.7|98.5|93.9|100.3|72.7|91.2|65.1|70.2|73.2|58.3|64.2|
|C284. (Metal İşleme Makineleri Ve Takım Tezgahları İmalatı)|2025|81.5|73.6|89.0|87.4|89.2|74.1|95.1|83.3|87.8|85.7|95.2|121.4|
|C2841. (Metal İşleme Makinelerinin İmalatı)|2025|75.9|68.9|89.7|88.7|83.5|71.2|95.9|79.8|89.4|82.8|90.1|115.7|
|C2849. (Diğer Takım Tezgahlarının İmalatı)|2025|98.7|88.0|87.6|84.2|107.0|83.3|93.1|94.4|83.6|94.7|111.0|139.0|
|C289. (Diğer Özel Amaçlı Makinelerin İmalatı)|2025|100.9|99.2|113.3|108.5|114.2|116.3|124.5|114.6|124.0|122.7|122.2|179.9|
|C2891. (Metalürji Makineleri İmalatı)|2025|57.6|63.9|74.4|71.0|100.3|76.7|105.5|84.7|98.3|80.8|83.8|108.2|
|C2892. (Maden, Taş Ocağı Ve İnşaat Makineleri İmalatı)|2025|95.6|99.6|100.7|114.7|109.9|116.3|121.5|109.1|103.5|118.8|106.9|162.8|
|C2893. (Gıda, İçecek Ve Tütün İşleme Makineleri İmalatı)|2025|90.4|85.2|101.8|85.8|106.8|107.4|120.6|119.5|143.6|140.1|138.6|216.2|
|C2894. (Tekstil, Giyim Eşyası Ve Deri Üretiminde Kullanılan Makinelerin İmalatı)|2025|80.1|84.3|92.4|79.5|88.1|81.8|80.5|74.7|88.9|83.3|74.5|101.6|
|C2895. (Kağıt Ve Mukavva Üretiminde Kullanılan Makinelerin İmalatı)|2025|62.6|47.9|44.2|78.2|53.5|64.2|68.3|58.2|58.3|71.6|72.4|78.9|
|C2896. (Plastik Ve Kauçuk Makinelerinin İmalatı)|2025|135.1|111.6|146.7|134.5|151.7|131.8|147.3|154.7|158.9|132.1|146.9|180.3|
|C2899. (Başka Yerde Sınıflandırılmamış Diğer Özel Amaçlı Makinelerin İmalatı)|2025|130.6|122.0|162.3|133.1|137.4|145.9|156.2|135.9|158.2|131.7|161.4|228.4|
|C29. (Motorlu Kara Taşıtı, Treyler (Römork) Ve Yarı Treyler (Yarı Römork) İmalatı)|2025|112.0|119.9|129.3|126.9|138.7|117.7|129.3|93.1|133.7|136.5|139.5|138.8|
|C291. (Motorlu Kara Taşıtlarının İmalatı)|2025|101.3|115.1|129.5|124.3|138.9|117.9|128.6|81.9|136.4|141.3|145.6|143.6|
|C2910. (Motorlu Kara Taşıtlarının İmalatı)|2025|101.3|115.1|129.5|124.3|138.9|117.9|128.6|81.9|136.4|141.3|145.6|143.6|
|C292. (Motorlu Kara Taşıtları Karoseri (Kaporta) İmalatı; Treyler (Römork) Ve Yarı Treyler (Yarı Römork) İmalatı)|2025|110.5|98.1|95.8|102.4|102.4|89.6|95.0|88.1|94.1|91.6|100.3|110.5|
|C2920. (Motorlu Kara Taşıtları Karoseri (Kaporta) İmalatı; Treyler (Römork) Ve Yarı Treyler (Yarı Römork) İmalatı)|2025|110.5|98.1|95.8|102.4|102.4|89.6|95.0|88.1|94.1|91.6|100.3|110.5|
|C293. (Motorlu Kara Taşıtları İçin Parça Ve Aksesuar İmalatı)|2025|126.4|128.6|132.2|132.5|141.8|119.9|133.7|109.3|133.7|134.1|134.3|133.9|
|C2931. (Motorlu Kara Taşıtları İçin Elektrik Ve Elektronik Donanımların İmalatı)|2025|108.4|111.5|108.9|114.9|119.9|101.4|107.0|75.1|96.3|100.9|105.0|97.0|
|C2932. (Motorlu Kara Taşıtları İçin Diğer Parça Ve Aksesuarların İmalatı)|2025|128.2|130.2|134.8|134.1|144.0|121.9|136.9|114.0|138.6|138.3|137.9|138.7|
|C30. (Diğer Ulaşım Araçlarının İmalatı)|2025|135.0|112.8|272.1|154.1|198.1|256.1|266.8|231.0|180.2|184.9|225.1|431.1|
|C301. (Gemi Ve Tekne Yapımı)|2025|133.4|126.9|129.5|127.8|131.5|125.0|128.8|126.9|125.5|126.4|125.7|125.8|
|C3011. (Gemilerin Ve Yüzen Yapıların İnşası)|2025|127.9|121.4|124.4|122.9|127.4|119.9|124.6|123.3|122.2|123.6|123.5|123.5|
|C3012. (Eğlence Ve Spor Amaçlı Teknelerin Yapımı)|2025|153.1|146.7|147.5|144.8|145.2|142.9|142.6|138.5|135.4|134.1|131.1|131.3|
|C302. (Demir Yolu Lokomotifleri Ve Vagonlarının İmalatı)|2025|124.7|124.3|126.5|124.2|123.9|122.8|125.4|138.9|140.6|142.4|141.2|144.1|
|C3020. (Demir Yolu Lokomotifleri Ve Vagonlarının İmalatı)|2025|124.7|124.3|126.5|124.2|123.9|122.8|125.4|138.9|140.6|142.4|141.2|144.1|
|C303. (Hava Taşıtları Ve Uzay Araçları İle Bunlarla İlgili Makinelerin İmalatı)|2025|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|
|C3030. (Hava Taşıtları Ve Uzay Araçları İle Bunlarla İlgili Makinelerin İmalatı)|2025|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|
|C304. (Askeri Savaş Araçlarının İmalatı)|2025|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|
|C3040. (Askeri Savaş Araçlarının İmalatı)|2025|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|
|C309. (Başka Yerde Sınıflandırılmamış Ulaşım Araçlarının İmalatı)|2025|133.8|174.8|204.3|265.4|297.1|264.7|309.5|225.8|237.6|186.8|158.3|176.1|
|C3091. (Motosiklet İmalatı)|2025|148.0|238.6|299.7|434.8|486.6|433.1|496.9|380.8|380.4|269.8|217.5|221.1|
|C3092. (Bisiklet Ve Engelli Aracı İmalatı)|2025|77.5|80.8|86.7|89.5|101.8|90.0|114.7|68.1|85.2|78.8|70.9|89.8|
|C3099. (Başka Yerde Sınıflandırılmamış Diğer Ulaşım Ekipmanlarının İmalatı)|2025|144.1|143.5|130.7|150.3|154.2|147.3|130.2|148.5|134.1|148.1|144.8|166.4|
|C31. (Mobilya İmalatı)|2025|94.9|90.8|97.9|96.6|113.7|93.9|106.1|103.1|113.7|110.3|111.1|151.7|
|C310. (Mobilya İmalatı)|2025|94.9|90.8|97.9|96.6|113.7|93.9|106.1|103.1|113.7|110.3|111.1|151.7|
|C3101. (Büro Ve Mağaza Mobilyaları İmalatı)|2025|115.3|109.1|124.0|119.7|149.1|118.5|129.8|119.6|141.7|135.4|138.8|198.4|
|C3102. (Mutfak Mobilyalarının İmalatı)|2025|108.7|105.3|108.7|127.3|127.0|120.0|140.3|130.3|146.8|132.1|148.3|225.6|
|C3103. (Yatak İmalatı)|2025|114.3|104.9|108.3|109.5|122.1|105.7|123.9|124.6|130.8|133.8|132.1|147.3|
|C3109. (Diğer Mobilyaların İmalatı)|2025|83.0|80.3|85.5|83.4|97.9|80.6|91.6|91.2|97.8|95.5|94.6|128.6|
|C32. (Diğer İmalatlar)|2025|125.0|122.2|118.1|117.3|131.0|100.8|112.0|109.1|117.7|119.5|113.9|137.0|
|C321. (Mücevherat, Bijuteri Eşyaları Ve İlgili Ürünlerin İmalatı)|2025|198.9|182.1|151.5|147.7|178.2|111.2|121.7|137.0|127.3|137.4|127.1|139.0|
|C3212. (Mücevher Ve Benzeri Eşyaların İmalatı)|2025|199.3|182.5|151.4|147.8|178.3|110.9|121.3|136.8|127.2|137.6|127.1|139.1|
|C3213. (İmitasyon (Taklit) Takılar Ve İlgili Eşyaların İmalatı)|2025|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|
|C322. (Müzik Aletleri İmalatı)|2025|78.8|92.1|102.7|78.7|93.4|69.5|87.0|64.7|87.4|86.8|85.4|96.7|
|C3220. (Müzik Aletleri İmalatı)|2025|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|
|C323. (Spor Malzemeleri İmalatı)|2025|94.5|82.6|111.2|104.5|134.0|108.3|123.4|100.7|99.9|165.3|114.9|269.5|
|C3230. (Spor Malzemeleri İmalatı)|2025|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|
|C324. (Oyun Ve Oyuncak İmalatı)|2025|86.8|85.0|86.5|100.4|108.5|75.5|90.7|77.4|87.5|96.6|95.3|122.8|
|C3240. (Oyun Ve Oyuncak İmalatı)|2025|86.8|85.0|86.5|100.4|108.5|75.5|90.7|77.4|87.5|96.6|95.3|122.8|
|C325. (Tıbbi Ve Dişçilik İle İlgili Araç Ve Gereçlerin İmalatı)|2025|114.8|117.6|124.4|118.3|128.8|107.7|119.2|112.0|135.7|128.0|128.2|150.5|
|C3250. (Tıbbi Ve Dişçilik İle İlgili Araç Ve Gereçlerin İmalatı)|2025|114.8|117.6|124.4|118.3|128.8|107.7|119.2|112.0|135.7|128.0|128.2|150.5|
|C329. (Başka Yerde Sınıflandırılmamış İmalatlar)|2025|72.8|73.9|71.0|79.8|81.6|72.7|81.4|74.3|73.3|74.7|68.6|84.4|
|C3291. (Süpürge Ve Fırça İmalatı)|2025|110.3|110.4|113.8|108.7|113.5|109.5|120.4|110.2|127.2|115.5|112.9|124.4|
|C3299. (Başka Yerde Sınıflandırılmamış Diğer İmalatlar)|2025|67.8|68.9|65.3|75.8|77.1|67.7|76.2|69.4|66.4|69.2|62.8|79.0|
|C33. (Makine Ve Ekipmanların Kurulumu Ve Onarımı)|2025|124.6|139.0|151.8|142.6|159.2|159.3|157.8|153.7|161.7|150.2|144.0|227.3|
|C331. (Fabrikasyon Metal Ürünlerin, Makinelerin Ve Ekipmanların Onarımı)|2025|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|
|C3311. (Fabrikasyon Metal Ürünlerin Onarımı)|2025|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|
|C3312. (Makinelerin Onarımı)|2025|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|
|C3313. (Elektronik Veya Optik Ekipmanların Onarımı)|2025|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|
|C3314. (Elektrikli Ekipmanların Onarımı)|2025|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|
|C3315. (Gemilerin Ve Teknelerin Bakım Ve Onarımı)|2025|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|
|C3316. (Hava Taşıtlarının Ve Uzay Araçlarının Bakım Ve Onarımı)|2025|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|
|C3317. (Diğer Ulaşım Ekipmanlarının Bakım Ve Onarımı)|2025|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|
|C3319. (Diğer Ekipmanların Onarımı)|2025|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|
|C332. (Sanayi Makine Ve Ekipmanlarının Kurulumu)|2025|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|
|C3320. (Sanayi Makine Ve Ekipmanlarının Kurulumu)|2025|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|-9.98E8|
|C_HTC. (Yüksek Teknoloji Ürün İmalatı)|2025|107.2|108.3|169.8|106.5|139.3|189.0|153.5|123.9|168.1|165.9|169.1|272.0|
|C_HTC_M. (Orta İleri Teknoloji Ürün İmalatı)|2025|105.8|108.3|122.5|115.5|128.2|107.9|128.0|113.4|124.5|125.1|129.0|163.1|
|C_LTC. (Düşük Teknoloji Ürün İmalatı)|2025|100.4|94.0|99.3|94.6|104.7|88.8|100.1|98.6|102.7|105.5|100.8|110.5|
|C_LTC_M. (Orta Düşük Teknoloji Ürün İmalatı)|2025|99.5|94.9|103.2|103.7|115.5|100.4|113.2|109.4|113.7|112.5|110.6|127.2|
|D. (Elektrik, Gaz, Buhar Ve İklimlendirme Üretimi Ve Dağıtımı)|2025|110.7|103.5|102.8|97.9|101.9|101.8|131.4|128.5|108.4|100.5|100.5|113.5|
|D35. (Elektrik, Gaz, Buhar Ve Havalandırma Sistemi Üretim Ve Dağıtımı)|2025|110.7|103.5|102.8|97.9|101.9|101.8|131.4|128.5|108.4|100.5|100.5|113.5|
|D351. (Elektrik Enerjisinin Üretimi, İletimi Ve Dağıtımı)|2025|110.7|103.5|102.8|97.9|101.9|101.8|131.4|128.5|108.4|100.5|100.5|113.5|
|D3511. (Elektrik Enerjisi Üretimi)|2025|110.7|103.5|102.8|97.9|101.9|101.8|131.4|128.5|108.4|100.5|100.5|113.5|
|MIG_CAG. (Mıg - Sermaye Malları)|2025|111.4|116.0|144.9|123.4|144.0|136.5|148.7|127.1|145.4|143.5|147.9|217.8|
|MIG_DCOG. (Mıg - Dayanıklı Tüketim Malları)|2025|102.7|102.3|104.5|100.7|116.5|90.2|103.8|98.0|109.2|106.5|104.8|123.6|
|MIG_ING. (Mıg - Ara Mallar)|2025|96.5|89.6|96.8|97.1|107.2|92.2|105.6|100.7|106.3|106.3|103.9|114.4|
|MIG_NDCOG. (Mıg - Dayanıksız Tüketim Malları)|2025|103.6|97.1|103.0|96.8|107.1|92.7|102.8|103.5|107.1|111.8|105.6|111.5|
|MIG_NRG_X_E. (Mıg - Enerji ( Kısım E Hariç))|2025|110.7|102.2|107.0|103.9|108.3|105.4|126.1|124.1|111.9|107.0|104.9|115.7|
|||||||||||||||
