|||Sütunlar||||||||||||
Satırlar|||Türkiye-TR||||||||||||
|||01-Ocak|02-Şubat|03-Mart|04-Nisan|05-Mayıs|06-Haziran|07-Temmuz|08-Ağustos|09-Eylül|10-Ekim|11-Kasım|12-Aralık|
|||||||||||||||
|10102. (İlkokul Eğitimi (Temel Eğitim))|2025|73.0|85.16|91.1|93.63|95.16|101.68|105.48|108.01|111.7|111.7|111.7|111.7|
||2026|125.14||||||||||||
|102. (Ortaöğretim Eğitimi (Ortaokul Ve Lise))|2025|73.42|85.22|91.33|94.4|95.78|101.89|105.73|108.05|111.05|111.05|111.05|111.05|
||2026|124.74||||||||||||
|1020. (Ortaöğretim Eğitimi (Ortaokul Ve Lise))|2025|73.42|85.22|91.33|94.4|95.78|101.89|105.73|108.05|111.05|111.05|111.05|111.05|
||2026|124.74||||||||||||
|10200. (Ortaöğretim Eğitimi (Ortaokul Ve Lise))|2025|73.42|85.22|91.33|94.4|95.78|101.89|105.73|108.05|111.05|111.05|111.05|111.05|
||2026|124.74||||||||||||
|104. (Yükseköğretim Eğitimi)|2025|82.18|82.18|82.18|82.18|82.18|82.18|82.18|83.66|135.26|135.26|135.26|135.26|
||2026|135.26||||||||||||
|1040. (Yükseköğretim Eğitimi)|2025|82.18|82.18|82.18|82.18|82.18|82.18|82.18|83.66|135.26|135.26|135.26|135.26|
||2026|135.26||||||||||||
|10400. (Yükseköğretim Eğitimi)|2025|82.18|82.18|82.18|82.18|82.18|82.18|82.18|83.66|135.26|135.26|135.26|135.26|
||2026|135.26||||||||||||
|105. (Seviyeye Göre Tanımlanamayan Eğitim)|2025|85.05|88.61|90.96|93.19|96.06|99.69|102.08|103.62|106.18|107.49|112.47|114.58|
|1050. (Seviyeye Göre Tanımlanamayan Eğitim)|2025|85.05|88.61|90.96|93.19|96.06|99.69|102.08|103.62|106.18|107.49|112.47|114.58|
|10501. (Özel Ders)|2025|76.71|77.82|78.34|84.16|90.17|95.65|102.99|106.63|114.08|120.41|126.25|126.78|
|10509. (Seviyeye Göre Tanımlanamayan Diğer Eğitim)|2025|86.62|90.64|93.33|94.89|97.17|100.45|101.91|103.06|104.7|105.07|109.88|112.29|
|11. (Lokantalar Ve Konaklama Hizmetleri)|2025|87.56|90.28|92.22|95.53|97.28|99.33|101.56|103.46|106.24|107.66|108.62|110.26|
||2026|116.72||||||||||||
|111. (Yiyecek Ve İçecek Sunum Hizmetleri)|2025|87.68|90.62|92.78|95.98|97.54|99.31|101.38|103.3|105.32|107.09|108.54|110.45|
||2026|117.44||||||||||||
|1111. (Lokantalar, Kafeler Ve Benzerleri)|2025|87.68|90.62|92.78|95.98|97.54|99.31|101.38|103.3|105.32|107.09|108.54|110.45|
||2026|117.75||||||||||||
|11111. (Lokantalar, Kafeler Ve Benzerleri, Tam Sunum Hizmeti Verenler)|2025|87.67|90.51|92.77|96.12|97.61|99.35|101.5|103.45|105.36|107.06|108.49|110.11|
||2026|117.31||||||||||||
|11112. (Lokantalar, Kafeler Ve Benzerleri, Sınırlı Sunum Hizmeti Verenler)|2025|87.74|91.14|92.82|95.38|97.23|99.1|100.83|102.61|105.13|107.23|108.78|112.01|
||2026|121.0||||||||||||
|1112. (Kantinler, Kafeteryalar Ve Yemekhaneler)|2025||||||||||||100.0|
||2026|102.0||||||||||||
|11121. (Üniversitelerin, Okulların Ve Kreşlerin Kafeteryaları Ve Kantinleri)|2025||||||||||||100.0|
||2026|102.0||||||||||||
|112. (Konaklama Hizmetleri)|2025|86.3|86.98|86.81|91.18|94.82|99.5|103.28|105.05|115.2|113.17|109.37|108.34|
||2026|113.12||||||||||||
|1120. (Konaklama Hizmetleri)|2025|86.3|86.98|86.81|91.18|94.82|99.5|103.28|105.05|115.2|113.17|109.37|108.34|
||2026|113.12||||||||||||
|11201. (Otel, Motel, Pansiyon Ve Benzeri Yerlerdeki Konaklama Hizmetleri)|2025|85.05|86.04|85.78|92.24|97.68|104.61|110.19|112.8|111.95|108.82|103.17|101.64|
||2026|106.3||||||||||||
|11203. (Yatılı Okullar, Üniversiteler Ve Diğer Eğitim Kurumlarındaki Konaklama Hizmetleri)|2025|88.86|88.9|88.92|88.99|88.97|89.05|89.14|89.19|121.85|122.05|122.04|122.04|
||2026|122.41||||||||||||
|12. (Sigorta Ve Finansal Hizmetler)|2025|91.97|95.3|94.62|97.63|99.62|100.86|103.84|104.37|102.35|103.32|103.97|102.15|
||2026|113.2||||||||||||
|121. (Sigorta)|2025|91.78|95.19|94.5|97.57|99.62|100.88|103.93|104.47|102.4|103.4|104.06|102.2|
||2026|107.16||||||||||||
|1212. (Sağlık Sigortası)|2025|98.42|90.88|92.39|94.72|99.36|100.06|107.34|108.58|102.33|100.59|102.38|102.96|
||2026|105.83||||||||||||
|12120. (Sağlık Sigortası)|2025|98.42|90.88|92.39|94.72|99.36|100.06|107.34|108.58|102.33|100.59|102.38|102.96|
||2026|105.83||||||||||||
|1213. (Konut Sigortası)|2025|83.02|83.73|90.98|95.7|97.33|99.68|102.05|104.32|105.97|110.15|112.78|114.28|
||2026|121.44||||||||||||
|12130. (Konut Sigortası)|2025|83.02|83.73|90.98|95.7|97.33|99.68|102.05|104.32|105.97|110.15|112.78|114.28|
||2026|121.44||||||||||||
|1214. (Taşımacılık Sigortası)|2025|91.55|97.02|95.18|98.23|99.88|101.13|103.56|103.81|102.07|103.2|103.49|100.89|
||2026|105.78||||||||||||
|12141. (Özel Taşımacılık Sigortası)|2025|91.55|97.02|95.18|98.23|99.88|101.13|103.56|103.81|102.07|103.2|103.49|100.89|
||2026|105.78||||||||||||
|122. (Finansal Hizmetler)|2025|100.0|100.0|100.0|100.0|100.0|100.0|100.0|100.0|100.0|100.0|100.0|100.0|
||2026|114.78||||||||||||
|1222. (Mevduat Kabul Eden Kuruluşlara Yapılan Doğrudan Ödemeler)|2025||||||||||||100.0|
||2026|109.37||||||||||||
|12220. (Mevduat Kabul Eden Kuruluşlara Yapılan Doğrudan Ödemeler)|2025||||||||||||100.0|
||2026|109.37||||||||||||
|1229. (Diğer Finansal Hizmetler)|2025|100.0|100.0|100.0|100.0|100.0|100.0|100.0|100.0|100.0|100.0|100.0|100.0|
||2026|130.87||||||||||||
|12291. (Havale Ücretleri)|2025|100.0|100.0|100.0|100.0|100.0|100.0|100.0|100.0|100.0|100.0|100.0|100.0|
||2026|130.87||||||||||||
|13. (Kişisel Bakım, Sosyal Koruma Ve Çeşitli Mal Ve Hizmetler)|2025|88.94|91.75|93.66|96.23|97.81|99.51|101.42|102.24|104.85|106.07|108.05|109.47|
||2026|115.37||||||||||||
|131. (Kişisel Bakım)|2025|88.54|91.13|93.68|96.55|98.4|100.14|102.51|103.36|105.25|105.55|106.79|108.11|
||2026|111.94||||||||||||
|1311. (Kişisel Bakıma Yönelik Elektrikli Aletler)|2025|96.89|95.27|96.88|99.29|97.55|99.09|99.73|102.23|102.18|102.98|101.03|106.89|
||2026|110.05||||||||||||
|13111. (Kişisel Bakıma Yönelik Elektrikli Aletler)|2025|96.89|95.27|96.88|99.29|97.55|99.09|99.73|102.23|102.18|102.98|101.03|106.89|
||2026|110.05||||||||||||
|1312. (Kişisel Bakıma Yönelik Diğer Aletler, Malzemeler Ve Ürünler)|2025|90.68|91.44|94.13|97.21|98.94|100.19|102.67|102.93|104.7|104.51|105.75|106.85|
||2026|108.45||||||||||||
|13120. (Kişisel Bakıma Yönelik Diğer Aletler, Malzemeler Ve Ürünler)|2025|90.68|91.44|94.13|97.21|98.94|100.19|102.67|102.93|104.7|104.51|105.75|106.85|
||2026|108.45||||||||||||
|1313. (Kuaför Salonları Ve Kişisel Bakım Merkezleri)|2025|83.59|90.25|92.55|95.01|97.32|100.1|102.31|104.32|106.57|107.88|109.29|110.82|
||2026|119.55||||||||||||
|13131. (Kuaförlük Hizmetleri)|2025|82.87|89.81|92.52|94.95|97.25|100.07|102.58|104.61|106.73|108.07|109.48|111.07|
||2026|120.04||||||||||||
|13132. (Kişisel Bakım Hizmetleri)|2025|85.78|91.59|92.64|95.21|97.51|100.22|101.5|103.4|106.08|107.31|108.71|110.05|
||2026|118.29||||||||||||
|132. (Diğer Kişisel Eşyalar)|2025|86.41|90.76|92.11|95.5|97.28|99.7|101.33|101.83|105.22|109.31|108.97|111.57|
||2026|117.08||||||||||||
|1321. (Mücevherat Ve Kol Saatleri)|2025|76.21|82.02|83.85|91.26|94.41|98.26|100.06|101.39|108.93|118.81|119.79|125.01|
||2026|138.97||||||||||||
|13211. (Mücevherat Ve Kol Saatleri)|2025|76.21|82.02|83.85|91.26|94.41|98.26|100.06|101.39|108.93|118.81|119.79|125.01|
||2026|138.97||||||||||||
|1329. (Başka Yerde Sınıflandırılmamış Diğer Kişisel Eşyalar)|2025|94.19|97.42|98.4|98.73|99.47|100.8|102.31|102.16|102.39|102.07|100.73|101.34|
||2026|101.95||||||||||||
|13291. (Başka Yerde Sınıflandırılmamış Seyahat Eşyaları, Bebekler İçin Malzemeler Ve Diğer Kişisel Eşyalar)|2025|94.19|97.42|98.4|98.73|99.47|100.8|102.31|102.16|102.39|102.07|100.73|101.34|
||2026|101.95||||||||||||
|133. (Sosyal Koruma)|2025|86.17|90.13|91.43|92.72|93.96|95.69|97.76|100.64|111.52|113.27|113.3|113.4|
||2026|119.3||||||||||||
|1330. (Sosyal Koruma)|2025|86.17|90.13|91.43|92.72|93.96|95.69|97.76|100.64|111.52|113.27|113.3|113.4|
||2026|119.3||||||||||||
|13301. (Çocuk Bakım Hizmetleri)|2025|86.17|90.13|91.43|92.72|93.96|95.69|97.76|100.64|111.52|113.27|113.3|113.4|
||2026|119.3||||||||||||
|139. (Diğer Hizmetler)|2025|97.44|97.7|97.79|97.94|98.01|98.07|98.16|98.31|98.41|98.45|109.68|110.05|
||2026|119.74||||||||||||
|1390. (Diğer Hizmetler)|2025|97.44|97.7|97.79|97.94|98.01|98.07|98.16|98.31|98.41|98.45|109.68|110.05|
||2026|119.74||||||||||||
|13902. (Dini Hizmetler)|2025|95.37|95.37|95.33|95.22|95.2|95.1|95.03|95.0|94.99|94.88|123.74|124.78|
||2026|126.12||||||||||||
|13909. (Başka Yerde Sınıflandırılmamış Diğer Hizmetler)|2025|98.2|98.55|98.68|98.93|99.04|99.15|99.31|99.52|99.66|99.75|104.54|104.68|
||2026|118.1||||||||||||
|||||||||||||||
